City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Makakilo City,US,21.3469,-158.0858,73.72,72,100,12.66,overcast clouds
350,Mirpur Khas,PK,25.5251,69.0159,95.23,49,29,11.14,scattered clouds
351,Ponta Delgada,PT,37.7333,-25.6667,75.51,73,40,14.97,scattered clouds
352,Prado,BR,-17.3411,-39.2208,73.89,80,78,8.52,broken clouds
353,Millville,US,39.4021,-75.0393,90.18,68,0,5.75,clear sky
354,Galesong,ID,-5.3166,119.3661,77.02,81,54,11.77,broken clouds
355,Chicama,PE,-7.8447,-79.1469,59.54,69,44,6.62,scattered clouds
356,Jumla,NP,29.2747,82.1838,65.86,94,97,2.84,overcast clouds
357,Voh,NC,-20.9667,164.7,73.26,82,100,6.17,overcast clouds
358,Hervey Bay,AU,-25.2986,152.8535,54.01,75,1,4.0,clear sky
359,Nampa,US,43.5407,-116.5635,75.36,54,0,6.91,clear sky
360,Boguchany,RU,58.3814,97.4531,62.2,65,96,3.74,overcast clouds
361,Khadyzhensk,RU,44.4256,39.5319,86.61,34,0,11.54,clear sky
362,Kushmurun,KZ,52.4503,64.6311,63.91,57,37,7.96,scattered clouds
363,Souillac,MU,-20.5167,57.5167,69.15,67,100,15.37,overcast clouds
364,Burglengenfeld,DE,49.2056,12.0414,78.55,31,40,9.22,scattered clouds
365,Gaoual,GN,11.75,-13.2,91.29,54,55,1.79,broken clouds
366,Pangkalanbuun,ID,-2.6833,111.6167,75.45,88,96,0.34,moderate rain
367,Juegang,CN,32.3174,121.1855,88.99,77,86,6.04,overcast clouds
368,Mitchell,US,43.7094,-98.0298,76.98,75,75,5.75,broken clouds
369,Alvorada,BR,-12.48,-49.1247,89.96,22,0,10.74,clear sky
370,Mindelo,CV,16.8901,-24.9804,81.95,57,20,19.57,few clouds
371,Kruisfontein,ZA,-34.0033,24.7314,62.89,64,0,5.53,clear sky
372,Tasiilaq,GL,65.6145,-37.6368,46.56,84,100,6.55,overcast clouds
373,Ikom,NG,5.9667,8.7063,85.26,68,76,2.75,light rain
374,Torbay,CA,47.6666,-52.7314,74.88,48,100,14.88,overcast clouds
375,Rodrigues Alves,BR,-7.738,-72.6509,82.81,68,68,2.08,broken clouds
376,Alice Springs,AU,-23.7,133.8833,36.95,52,0,4.61,clear sky
377,Cockburn Town,TC,21.4612,-71.1419,81.14,75,8,15.32,clear sky
378,Bismarck,US,46.8083,-100.7837,74.64,82,100,6.91,overcast clouds
379,Silvi,IT,42.5456,14.122,89.94,45,1,8.05,clear sky
380,Tingo Maria,PE,-9.2895,-76.0088,79.11,69,20,2.3,few clouds
381,Xiaoweizhai,CN,26.1903,107.5125,71.53,94,6,2.8,clear sky
382,Voroshnevo,RU,51.6528,36.0172,88.23,71,88,3.96,light rain
383,Elizabeth City,US,36.2946,-76.2511,88.05,72,0,11.5,clear sky
384,Noyabrsk,RU,63.1994,75.4507,66.43,59,35,6.91,scattered clouds
385,Kurumkan,RU,54.3,110.3,57.06,83,99,4.81,overcast clouds
386,Bay-Khaak,RU,51.1667,94.5,58.05,68,86,5.37,light rain
387,Las Palmas,ES,28.4204,-14.0131,72.39,69,20,18.41,few clouds
388,Kasempa,ZM,-13.4584,25.8338,76.24,24,7,5.41,clear sky
389,Mana,GF,5.6592,-53.7767,75.65,91,100,2.93,overcast clouds
390,Trinidad,BO,-14.8333,-64.9,89.06,38,36,6.26,scattered clouds
391,Missoula,US,47.0166,-113.8009,59.85,66,47,3.04,scattered clouds
392,Kyrksaeterora,NO,63.2906,9.0891,53.06,84,99,3.09,light rain
393,Balaghat,IN,21.8,80.1833,81.46,80,100,3.67,overcast clouds
394,Minab,IR,27.1467,57.0801,93.29,56,87,7.92,overcast clouds
395,Mareeba,AU,-17.0,145.4333,57.43,95,27,1.95,scattered clouds
396,Xichang,CN,27.8964,102.2634,70.14,74,0,2.33,clear sky
397,Kununurra,AU,-15.7667,128.7333,51.78,71,21,0.0,few clouds
398,Brigantine,US,39.4101,-74.3646,90.19,62,0,11.5,clear sky
399,Sharjah,AE,25.3573,55.4033,102.49,27,100,14.97,overcast clouds
400,Arman,RU,59.7,150.1667,52.21,95,22,4.54,few clouds
401,Ahuimanu,US,21.4447,-157.8378,74.91,80,0,12.66,clear sky
402,Baghdad,IQ,33.3406,44.4009,109.31,10,0,12.66,clear sky
403,Barrhead,GB,55.7992,-4.3929,62.11,80,100,21.85,overcast clouds
404,Ugoofaaru,MV,5.6667,73.0,82.98,81,100,15.17,light rain
405,Mengyin,CN,35.7069,117.9264,74.17,92,98,7.0,overcast clouds
406,Chuy,UY,-33.6971,-53.4616,57.96,91,100,10.87,overcast clouds
407,Vostok,RU,46.4856,135.8833,65.01,94,13,4.32,few clouds
408,Slobodskoy,RU,58.7322,50.1772,74.21,62,86,5.48,overcast clouds
409,Changde,CN,29.0464,111.6783,81.91,88,67,4.03,broken clouds
410,Lira,UG,2.235,32.9097,76.51,48,85,2.42,overcast clouds
411,Port Said,EG,31.2565,32.2841,80.02,70,0,21.43,clear sky
412,Bang Saphan,TH,11.2126,99.5117,78.28,87,100,5.17,overcast clouds
413,Kangaatsiaq,GL,68.3065,-53.4641,40.26,91,100,8.21,overcast clouds
414,Piacabucu,BR,-10.4056,-36.4344,76.55,86,70,17.11,light rain
415,Belvedere Marittimo,IT,39.6179,15.8617,96.12,59,0,4.09,clear sky
416,Razole,IN,16.4833,81.8333,79.07,85,100,7.54,overcast clouds
417,Kuusamo,FI,65.9667,29.1833,66.24,39,0,12.66,clear sky
418,Nyurba,RU,63.2842,118.3319,59.58,82,100,2.06,overcast clouds
419,Manoel Urbano,BR,-8.8389,-69.2597,88.12,52,28,2.91,scattered clouds
420,Zaykovo,RU,57.5613,62.7568,62.26,72,75,3.91,broken clouds
421,Orlik,RU,52.5178,99.825,51.42,85,100,3.76,light rain
422,Belmonte,BR,-15.8631,-38.8828,78.73,58,4,8.63,clear sky
423,Nantucket,US,41.2835,-70.0995,82.51,89,100,13.8,mist
424,Narsaq,GL,60.9167,-46.05,57.42,78,100,5.06,overcast clouds
425,Deer Lake,CA,49.1667,-57.4316,61.61,79,100,8.12,overcast clouds
426,Upata,VE,8.0086,-62.3989,80.19,80,100,4.45,overcast clouds
427,Collie,AU,-33.3667,116.15,42.06,92,3,4.83,clear sky
428,Shambu,ET,9.5667,37.1,57.76,91,37,3.78,light rain
429,Pak Phanang,TH,8.3511,100.202,79.72,82,100,11.54,overcast clouds
430,Manzanillo,CU,20.3433,-77.1167,84.4,63,0,9.71,clear sky
431,Mineral Wells,US,32.8085,-98.1128,91.6,46,0,6.91,clear sky
432,Arlit,NE,18.7369,7.3853,105.62,12,1,7.14,clear sky
433,Pyay,MM,18.8167,95.2167,80.37,88,100,5.39,overcast clouds
434,Barra Patuca,HN,15.8,-84.2833,83.44,72,98,10.58,overcast clouds
435,Kapoeta,SS,4.7717,33.5903,82.0,52,80,5.5,light rain
436,Erenhot,CN,43.6475,111.9767,77.52,27,14,6.2,few clouds
437,Qingdao,CN,36.0986,120.3719,75.92,96,100,5.79,overcast clouds
438,Barabai,ID,-2.5833,115.3833,73.6,97,91,1.28,overcast clouds
439,Borba,BR,-4.3878,-59.5939,88.77,52,86,3.87,overcast clouds
440,Aguimes,ES,27.9054,-15.4461,76.66,61,20,33.38,few clouds
441,Evanston,US,42.0411,-87.6901,74.52,90,100,13.8,overcast clouds
442,Morki,RU,56.4303,48.9947,74.64,62,100,2.28,overcast clouds
443,Zhanakorgan,KZ,43.9098,67.2495,83.62,25,35,18.43,scattered clouds
444,Goderich,CA,43.7501,-81.7165,68.92,81,100,7.96,overcast clouds
445,Farcasa,RO,47.5833,23.3333,71.15,88,75,10.36,broken clouds
446,Praia,CV,14.9215,-23.5087,84.74,61,40,16.11,scattered clouds
447,Zemio,CF,5.0314,25.1361,77.02,71,90,2.93,light rain
448,Ankazoabo,MG,-22.2833,44.5167,71.56,36,0,2.21,clear sky
449,Inhambane,MZ,-23.865,35.3833,68.29,68,0,5.91,clear sky
450,College,US,64.8569,-147.8028,63.81,86,75,3.44,smoke
451,Okitipupa,NG,6.5047,4.7839,83.88,70,58,4.72,light rain
452,Zeya,RU,53.75,127.2667,70.12,97,100,7.56,moderate rain
453,Itapetininga,BR,-23.5917,-48.0531,74.79,38,95,7.92,overcast clouds
454,Nadym,RU,65.5333,72.5167,66.58,62,88,7.83,overcast clouds
455,Kamenka,RU,51.3223,42.7678,77.7,42,0,2.26,clear sky
456,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,81,75,17.27,broken clouds
457,Fortuna,US,40.5982,-124.1573,59.94,92,100,1.01,overcast clouds
458,Sosnovka,RU,56.255,51.2842,73.51,62,7,8.19,clear sky
459,Hilter,DE,52.15,8.15,68.52,46,100,10.42,overcast clouds
460,Korcula,HR,42.9622,17.1369,81.72,63,0,14.79,clear sky
461,Tezu,IN,27.9167,96.1667,79.41,97,5,3.53,clear sky
462,Samarai,PG,-10.6167,150.6667,81.23,82,17,9.82,few clouds
463,Okhotsk,RU,59.3833,143.3,57.02,87,1,5.44,clear sky
464,Straumen,NO,63.8709,11.2999,59.0,80,92,1.99,light rain
465,Amapa,BR,1.0,-52.0,83.93,66,0,2.93,clear sky
466,Ola,RU,59.5833,151.2833,53.31,89,75,3.02,broken clouds
467,Victor Harbor,AU,-35.5667,138.6167,52.0,91,28,7.65,scattered clouds
468,Gimli,CA,50.6336,-96.9907,66.63,80,47,11.83,scattered clouds
469,Kisangani,CD,0.5167,25.2,83.77,53,98,2.21,overcast clouds
470,Constitucion,CL,-35.3333,-72.4167,51.01,74,100,12.84,overcast clouds
471,Ulladulla,AU,-35.35,150.4667,55.35,88,100,8.68,overcast clouds
472,Estevan,CA,49.1334,-102.9842,70.21,88,75,10.36,broken clouds
473,Batagay,RU,67.6333,134.6333,47.59,91,99,2.44,overcast clouds
474,Augusto Correa,BR,-1.0217,-46.635,81.79,81,3,4.43,clear sky
475,Tiznit,MA,29.5833,-9.5,90.34,29,0,10.42,clear sky
476,Pacific Grove,US,36.6177,-121.9166,64.22,86,50,1.99,scattered clouds
477,Ocean City,US,39.2776,-74.5746,91.29,66,61,3.0,broken clouds
478,San Luis,AR,-33.295,-66.3356,65.88,33,0,27.31,clear sky
479,Te Anau,NZ,-45.4167,167.7167,32.61,96,38,1.21,scattered clouds
480,San Juan,AR,-31.5375,-68.5364,72.01,5,0,12.86,clear sky
481,Vanimo,PG,-2.6741,141.3028,77.56,87,100,1.97,overcast clouds
482,Peru,US,40.7537,-86.0689,80.47,87,75,10.36,broken clouds
483,Tautira,PF,-17.7333,-149.15,78.13,76,25,13.11,light rain
484,Alyangula,AU,-13.8483,136.4192,65.41,67,28,10.38,scattered clouds
485,Gedo,ET,9.0167,37.45,59.13,89,45,4.54,light rain
486,Uray,RU,60.1247,64.7758,67.89,56,44,3.42,scattered clouds
487,Crixas,BR,-14.5489,-49.9692,88.32,21,1,8.46,clear sky
488,Salinas,US,36.6777,-121.6555,64.92,76,100,0.0,overcast clouds
489,Chapais,CA,49.7834,-74.8492,62.02,37,5,7.02,clear sky
490,Dalnerechensk,RU,45.9339,133.7225,67.6,94,2,6.46,clear sky
491,Calvinia,ZA,-31.4707,19.776,58.14,24,0,7.87,clear sky
492,Geraldton,AU,-28.7667,114.6,52.21,93,5,3.44,clear sky
493,Phan Thiet,VN,10.9333,108.1,80.28,89,99,9.13,overcast clouds
494,Surt,LY,31.2089,16.5887,86.45,56,0,11.59,clear sky
495,Cap-Aux-Meules,CA,47.3821,-61.8597,59.76,95,100,15.86,moderate rain
496,Uyemskiy,RU,64.4743,40.8524,66.25,88,75,2.24,light intensity shower rain
497,Gamboma,CG,-1.8764,15.8644,92.21,31,88,0.89,overcast clouds
498,Flin Flon,CA,54.7682,-101.865,55.53,80,100,5.01,overcast clouds
499,Alexandria,EG,31.2156,29.9553,82.18,55,0,11.92,clear sky
500,Tias,ES,28.9611,-13.645,76.68,57,20,21.85,few clouds
501,Haines Junction,CA,60.7522,-137.5108,61.65,63,85,1.36,overcast clouds
502,Ghogha,IN,21.6833,72.2833,83.59,79,27,17.2,scattered clouds
503,Sorong,ID,-0.8833,131.25,77.25,91,100,10.96,light rain
504,Lazarev,RU,52.225,141.5131,53.56,98,100,22.91,overcast clouds
505,Oussouye,SN,12.485,-16.5469,85.6,65,99,7.94,overcast clouds
506,Predivinsk,RU,57.0669,93.4378,60.3,96,100,5.1,light rain
507,Mitu,CO,1.1983,-70.1733,84.51,63,20,1.92,few clouds
508,Waipawa,NZ,-41.4122,175.5153,37.98,86,59,4.0,broken clouds
509,Luang Prabang,LA,19.8856,102.1347,75.2,99,100,0.22,overcast clouds
510,Sayyan,YE,15.1718,44.3244,73.58,27,96,10.02,overcast clouds
511,Villa Maria,AR,-32.4075,-63.2402,56.82,79,2,18.07,clear sky
512,Margate,GB,51.3813,1.3862,73.87,59,100,5.28,overcast clouds
513,Gulbene,LV,57.1777,26.7529,56.77,96,100,2.55,overcast clouds
514,Ndele,CF,8.4109,20.6473,82.29,68,80,3.65,light rain
515,Katsuura,JP,35.1333,140.3,72.64,89,99,19.44,overcast clouds
516,Saint-Leu,RE,-21.15,55.2833,69.31,71,26,14.99,scattered clouds
517,Labrea,BR,-7.2586,-64.7981,84.2,74,1,2.82,clear sky
518,Alekseyevsk,RU,57.8406,108.3492,57.79,84,89,2.1,overcast clouds
519,Ambon,ID,-3.6954,128.1814,79.23,14,20,2.3,few clouds
520,Boende,CD,-0.2167,20.8667,82.83,56,96,1.25,overcast clouds
521,Port Macquarie,AU,-31.4333,152.9167,60.69,94,100,10.36,light rain
522,Abu Zabad,SD,12.35,29.25,95.02,29,30,8.03,scattered clouds
523,Imphal,IN,24.8167,93.95,75.09,94,54,1.05,broken clouds
524,Vozhega,RU,60.4725,40.2213,75.42,41,57,6.4,broken clouds
525,Royan,FR,45.6285,-1.0281,82.83,40,0,10.78,clear sky
526,Lorengau,PG,-2.0226,147.2712,81.84,79,53,8.75,broken clouds
527,Calmar,CA,53.2668,-113.8187,58.51,95,100,2.77,overcast clouds
528,Bay City,US,43.5945,-83.8889,73.72,83,100,11.5,overcast clouds
529,Grindavik,IS,63.8424,-22.4338,55.87,88,75,14.97,broken clouds
530,Burgeo,CA,47.6167,-57.6152,57.49,96,100,10.09,overcast clouds
531,Beringovskiy,RU,63.05,179.3167,45.52,91,99,2.84,overcast clouds
532,Punta Alta,AR,-38.8759,-62.0736,53.55,64,100,12.33,overcast clouds
533,Vila Do Maio,CV,15.1333,-23.2167,84.99,86,54,8.32,broken clouds
534,Harper,LR,4.375,-7.7169,81.09,71,70,9.15,broken clouds
535,Muta,SI,46.6114,15.1661,82.38,46,67,2.51,broken clouds
536,Nalut,LY,30.3333,10.85,103.77,9,0,11.72,clear sky
537,Hun,LY,29.1268,15.9477,101.05,15,0,18.41,clear sky
538,Kampot,KH,10.6167,104.1833,84.25,85,99,8.3,overcast clouds
539,Qaqortoq,GL,60.7167,-46.0333,46.17,85,100,4.74,overcast clouds
540,Gualaquiza,EC,-3.4,-78.55,64.8,81,99,1.21,overcast clouds
541,Seydi,TM,39.4816,62.9137,88.39,17,0,15.68,clear sky
542,Fare,PF,-16.7,-151.0167,79.03,68,13,11.52,few clouds
543,Ilhabela,BR,-23.7781,-45.3581,78.71,45,85,2.84,overcast clouds
544,Waitati,NZ,-45.75,170.5667,44.8,75,30,4.76,scattered clouds
545,Oropesa,PE,-13.5928,-71.7719,55.26,37,17,3.44,few clouds
546,Athabasca,CA,54.7169,-113.2854,54.54,88,100,5.57,overcast clouds
547,Orcopampa,PE,-15.2661,-72.3417,52.32,26,40,1.05,scattered clouds
548,Phenix City,US,32.471,-85.0008,92.77,64,20,3.44,few clouds
549,Bud,US,39.447,-86.1758,89.82,76,81,10.02,broken clouds
550,Lompoc,US,34.6391,-120.4579,63.01,88,100,6.91,overcast clouds
551,Anse-Bertrand,GP,16.4721,-61.5078,84.94,100,100,18.5,overcast clouds
552,Tombouctou,ML,20.0,-3.0,109.06,12,9,11.12,clear sky
553,Kijang,KR,35.2442,129.2139,78.17,90,100,2.59,overcast clouds
554,Dubti,ET,11.7361,41.0853,103.84,19,61,15.23,broken clouds
555,Matara,LK,5.9485,80.5353,80.04,82,99,10.94,overcast clouds
556,Nemuro,JP,43.3236,145.575,53.91,97,100,8.79,overcast clouds
557,Saint-Augustin,CA,51.226,-58.6502,64.42,44,100,6.93,overcast clouds
558,Waihi Beach,NZ,-37.4,175.9333,52.83,86,100,1.99,overcast clouds
559,Coruripe,BR,-10.1256,-36.1756,76.91,86,56,18.19,broken clouds
560,Yuci,CN,37.6803,112.7319,74.95,50,0,4.47,clear sky
561,Shimoda,JP,34.6667,138.95,73.11,89,99,13.91,overcast clouds
562,Duluth,US,46.7833,-92.1066,67.06,88,75,14.97,fog
563,Quesnel,CA,52.9999,-122.5029,61.07,67,46,2.51,scattered clouds
564,Turukhansk,RU,65.8167,87.9833,56.5,74,100,4.52,overcast clouds
565,Sitka,US,57.0531,-135.33,55.29,88,100,8.05,mist
566,Jalu,LY,29.0331,21.5482,99.46,16,0,16.46,clear sky
567,Ndioum,SN,16.5129,-14.6471,100.38,25,46,17.63,scattered clouds
568,Corrales,US,35.2378,-106.6067,79.81,53,0,4.61,clear sky
569,Qasigiannguit,GL,68.8193,-51.1922,52.05,85,100,3.18,overcast clouds
570,Matola,MZ,-25.9622,32.4589,71.51,81,0,6.46,clear sky
571,Quime,BO,-16.9833,-67.2167,60.17,38,77,5.12,broken clouds
572,Gouyave,GD,12.1646,-61.7296,80.65,79,99,18.52,overcast clouds
573,Mamakan,RU,57.8161,114.0028,57.87,98,100,3.53,light rain
574,Yabelo,ET,4.8833,38.0833,65.37,60,100,7.43,overcast clouds
575,Osypenko,UA,46.9136,36.8253,88.32,28,0,7.49,clear sky
576,Coahuayana,MX,18.7333,-103.6833,83.61,71,59,0.51,broken clouds
577,Monki,PL,53.405,22.7979,69.67,66,19,10.65,few clouds
578,Shu,KZ,43.5983,73.7614,79.86,21,1,9.17,clear sky
579,Namatanai,PG,-3.6667,152.4333,79.3,78,99,7.05,light rain
580,San Felipe,VE,10.3399,-68.7425,82.96,70,71,4.88,broken clouds
581,Lincoln,US,40.8,-96.667,75.9,94,75,1.01,broken clouds
582,Inirida,CO,3.8653,-67.9239,84.0,70,7,2.42,clear sky
583,Roma,US,43.2128,-75.4557,70.95,92,100,10.36,mist
584,Marmora,IT,44.4583,7.094,78.31,49,45,2.42,scattered clouds
585,Sicamous,CA,50.8331,-118.9856,60.19,59,100,0.76,overcast clouds
586,Laishevo,RU,55.4046,49.5504,80.82,69,87,7.7,overcast clouds
587,Mayumba,GA,-3.432,10.6554,73.56,78,41,10.11,scattered clouds
588,Preobrazheniye,RU,42.9019,133.9064,61.81,98,43,5.3,scattered clouds
589,Rosetown,CA,51.5501,-108.0014,55.83,87,96,7.65,overcast clouds
590,Cairns,AU,-16.9167,145.7667,62.06,93,1,6.91,clear sky
591,Denpasar,ID,-8.65,115.2167,78.46,78,40,11.5,scattered clouds
592,Tupelo,US,34.2576,-88.7034,89.89,52,0,3.44,clear sky
593,Lavrentiya,RU,65.5833,-171.0,44.92,93,99,2.95,overcast clouds
594,Kuito,AO,-12.3833,16.9333,74.59,21,1,5.08,clear sky
595,Launceston,AU,-41.45,147.1667,50.14,92,75,8.05,broken clouds
596,Nichinan,JP,31.6,131.3667,77.63,91,100,4.68,overcast clouds
597,Hokitika,NZ,-42.7167,170.9667,44.94,81,100,7.38,overcast clouds
598,Cedar City,US,37.6775,-113.0619,74.39,23,0,8.05,clear sky
599,Puerto Leguizamo,CO,-0.1934,-74.7819,80.55,70,85,0.85,overcast clouds
600,Dubuque,US,42.4833,-90.8668,77.45,73,40,5.75,scattered clouds
601,Aklavik,CA,68.2191,-135.0107,71.53,58,6,4.03,clear sky
602,Mandalgovi,MN,45.7625,106.2708,75.9,26,100,7.09,overcast clouds
603,Merauke,ID,-8.4667,140.3333,76.89,88,99,10.22,overcast clouds
604,Menongue,AO,-14.6585,17.691,79.07,21,2,7.92,clear sky
605,Nelson Bay,AU,-32.7167,152.15,63.0,99,100,15.99,light rain
606,Punto Fijo,VE,11.6956,-70.1996,84.07,68,29,21.77,scattered clouds
607,Basco,PH,20.4487,121.9702,84.2,79,29,13.71,scattered clouds
608,Kasamwa,TZ,-2.85,32.4333,80.22,32,75,1.77,broken clouds
609,Palmer,US,42.1584,-72.3287,80.92,64,75,12.66,broken clouds
610,Tabou,CI,4.423,-7.3528,81.48,71,82,9.04,broken clouds
611,Amalapuram,IN,16.5833,82.0167,79.12,85,100,7.27,overcast clouds
612,Soe,ID,-9.8607,124.284,56.84,88,21,3.51,few clouds
613,Maldonado,UY,-34.6667,-54.9167,57.22,74,100,14.88,overcast clouds
614,Chifeng,CN,42.2683,118.9636,65.66,91,27,2.1,scattered clouds
615,Robinson,US,31.4677,-97.1147,88.38,63,0,13.8,clear sky
616,Ilebo,CD,-4.3167,20.5833,95.94,20,20,2.21,few clouds
617,Carutapera,BR,-1.195,-46.02,80.65,84,5,4.97,clear sky
618,Yar-Sale,RU,66.8333,70.8333,63.81,65,99,6.89,overcast clouds
619,Montrose,US,38.4166,-108.2673,63.45,54,6,0.65,clear sky
620,Peleduy,RU,59.6289,112.7406,56.95,88,100,0.69,overcast clouds
621,Sinnamary,GF,5.3833,-52.95,75.96,89,98,2.19,overcast clouds
622,Ofunato,JP,39.0717,141.7167,68.04,93,11,6.98,few clouds
623,Vila,PT,42.0304,-8.1588,80.71,45,0,5.88,clear sky
624,Lethem,GY,3.3803,-59.7968,86.29,61,19,5.7,few clouds
625,Huarmey,PE,-10.0681,-78.1522,65.89,76,30,7.14,scattered clouds
626,Kantang,TH,7.4054,99.5156,77.72,89,99,0.38,overcast clouds
627,Carballo,ES,43.213,-8.691,81.75,63,0,15.39,clear sky
628,Alihe,CN,50.5667,123.7167,61.07,99,100,3.8,overcast clouds
629,Neiva,CO,2.9273,-75.2819,82.04,59,12,6.51,few clouds
630,Troitskoye,RU,52.9821,84.6757,58.71,98,100,15.1,heavy intensity rain
631,Requena,ES,39.4883,-1.1004,78.78,48,57,12.01,broken clouds
632,Kyela,TZ,-9.5833,33.85,74.21,50,1,2.59,clear sky
633,Savalou,BJ,7.9281,1.9756,83.14,69,84,4.41,broken clouds
634,Krasnyy Yar,RU,46.5331,48.3456,82.33,22,0,10.6,clear sky
635,Dakar,SN,14.6937,-17.4441,88.68,83,93,10.96,overcast clouds
636,Noumea,NC,-22.2763,166.4572,75.0,99,100,3.89,overcast clouds
637,Wuwei,CN,37.9281,102.6414,79.7,23,38,5.97,scattered clouds
638,Naples,IT,40.8333,14.25,92.37,56,20,9.22,few clouds
639,Mayo,US,38.8876,-76.5119,89.94,65,20,5.75,few clouds
640,Mortka,RU,59.3322,66.0214,64.99,69,80,2.15,broken clouds
641,Maseru,LS,-29.3167,27.4833,54.9,34,0,4.18,clear sky
642,Ixtapa,MX,20.7,-105.2,82.22,83,75,3.0,broken clouds
643,Valparaiso,CL,-33.0393,-71.6273,51.48,82,100,4.61,mist
644,Onega,RU,63.9061,38.1404,67.08,53,92,8.93,overcast clouds
645,Mangrol,IN,21.1167,70.1167,81.5,86,81,11.74,broken clouds
646,Kangavar,IR,34.5043,47.9653,94.8,10,0,14.07,clear sky
647,Marawi,PH,7.9986,124.2928,70.32,92,100,2.64,overcast clouds
648,Berlevag,NO,70.8578,29.0864,55.4,87,100,2.3,overcast clouds
649,Namibe,AO,-15.1961,12.1522,70.23,70,7,9.98,clear sky
650,Del Rio,US,29.3627,-100.8968,88.23,63,0,13.8,clear sky
651,Jadu,LY,31.953,12.0261,98.2,11,0,17.76,clear sky
652,Jatai,BR,-17.8814,-51.7144,80.96,28,40,12.15,scattered clouds
653,Necochea,AR,-38.5473,-58.7368,51.98,71,92,14.88,overcast clouds
654,Paamiut,GL,61.994,-49.6678,42.8,96,100,5.03,light rain
655,Bitung,ID,1.4451,125.1824,76.05,85,91,7.7,overcast clouds
656,Mercedes,AR,-34.6515,-59.4307,54.03,74,42,10.78,scattered clouds
657,Esperance,AU,-33.8667,121.9,53.44,88,100,13.47,light rain
658,Olga,RU,43.7444,135.2892,61.2,99,66,2.17,broken clouds
659,Port Blair,IN,11.6667,92.75,82.26,79,100,11.92,light rain
660,Muzaffarabad,PK,34.37,73.4711,81.16,86,100,2.37,overcast clouds
661,Laredo,US,27.5064,-99.5075,88.09,58,0,13.8,clear sky
662,Myitkyina,MM,25.3833,97.4,79.45,94,68,1.86,broken clouds
663,Halvad,IN,23.0167,71.1833,87.28,67,46,12.03,scattered clouds
664,Biltine,TD,14.5333,20.9167,97.77,24,18,3.36,few clouds
665,Kiomboi,TZ,-4.2667,34.3667,78.48,24,55,4.85,broken clouds
666,Kirundo,BI,-2.5833,30.1667,76.82,40,100,1.34,overcast clouds
667,Bathsheba,BB,13.2167,-59.5167,84.81,82,40,17.27,scattered clouds
668,Kalmunai,LK,7.4167,81.8167,84.52,66,100,4.61,overcast clouds
669,San Andres,CO,12.5847,-81.7006,86.02,70,75,16.11,broken clouds
670,Santa Ines,BR,-3.6667,-45.38,85.68,55,3,8.43,clear sky
671,Takoradi,GH,4.8845,-1.7554,79.38,80,85,10.92,light rain
672,Bolivar,US,37.6145,-93.4105,90.36,61,2,1.99,clear sky
673,Olafsvik,IS,64.8945,-23.7142,53.78,71,94,3.27,overcast clouds
674,Maidstone,GB,51.2667,0.5167,75.87,54,100,8.01,overcast clouds
675,Zemaiciu Naumiestis,LT,55.3592,21.7022,65.75,59,28,11.86,scattered clouds
676,Kongoussi,BF,13.3258,-1.5347,97.41,30,66,5.97,broken clouds
677,Payo,ID,-3.7508,103.6372,73.44,98,91,2.89,light rain
678,Chimbote,PE,-9.0853,-78.5783,65.48,75,55,7.65,broken clouds
679,Portland,US,45.5234,-122.6762,65.25,92,100,4.61,overcast clouds
680,Marsabit,KE,2.3284,37.9899,75.76,41,48,13.73,scattered clouds
681,Kulhudhuffushi,MV,6.6221,73.07,82.0,82,100,16.42,light rain
682,North Branch,US,45.5113,-92.9802,71.58,88,84,8.19,broken clouds
683,Uyuni,BO,-20.4597,-66.825,49.14,25,100,11.68,overcast clouds
684,Lerwick,GB,60.1545,-1.1494,55.4,95,100,15.37,overcast clouds
685,San Cristobal,VE,7.7669,-72.225,77.18,58,45,7.72,scattered clouds
686,Kuala Terengganu,MY,5.3302,103.1408,80.55,82,100,4.54,overcast clouds
687,Mitsamiouli,KM,-11.3847,43.2844,76.66,70,26,6.35,scattered clouds
688,Blois,FR,47.5833,1.3333,82.0,32,8,8.68,clear sky
689,Chichester,GB,50.8367,-0.78,76.05,64,100,3.0,overcast clouds
690,Harihar,IN,14.5167,75.8,72.99,89,100,12.17,overcast clouds
691,Maragheh,IR,37.3917,46.2398,80.87,24,20,19.57,few clouds
692,Mairana,BO,-18.1167,-63.9333,69.17,50,97,8.5,overcast clouds
693,Gouloure,BF,12.2306,-1.9289,89.33,37,26,4.12,scattered clouds
694,Birao,CF,10.2849,22.7882,90.07,42,71,4.54,broken clouds
695,Champerico,GT,14.3,-91.9167,84.74,79,100,2.19,overcast clouds
696,Illapel,CL,-31.6308,-71.1653,55.99,47,0,0.76,clear sky
697,Atar,MR,20.5169,-13.0499,111.81,8,8,17.9,clear sky
